title,rating,stars
雪豹行动,1.0分,"主演白林,刘凡,阿尔斯郎,帕丽扎提·艾尼,亚生,郭崇联,阿依吐纳依"
约会专家,1.0分,"主演朱雨辰,郭京飞,齐溪,钱芳,严屹宽,唐治平,林晓凡,程媛媛,李坤霖,孔琳,杜若溪,赵正阳,夏雨,姜妍,郝平,高姝瑶,方安娜,何欣,芮伟航,潘泰名,周璞"
搭错车,3.3分,"主演马少骅,关晓彤,牛骏峰,张建新,赵亮,陈创,郑佳欣,张建新,李晓红,刘琳,李崇霄,苇青,李锦飞,宋元甫,唐昕,陆妍淇,孙晨熙,刘向卿,崔良麒,张浩庭,吴宇昂,洪卫,白志迪,郑强,付鑫伟,陈其聪,朱春燕,郭思彤,童冠翔,张良斌,郑友国,吴佟,姚亦姚,许占伟,胡晨曦,戴秀红,苗杰,王子优,袁帅,赵君,董春光,杨永文,刘兆雨,曹释亓,王孟志,许明秀,柯贤根,张义生,张尧,郭惠政,徐若飞,廖松梅,谢金枝,"
大明嫔妃,4.5分,"主演宋洋,何杜娟,关慧卿,陈一诺"
风云之十里洋场,3.0分,"主演邢佳栋,韩雯雯,高虎,陈婷,毕彦君,汤镇业,崔可法,卢星宇,姜世卓,张双利"
渴望城市,2.0分,主演纪永伦
渴望城市2,4.0分,"主演纪永伦,罗晋,杜俊泽,穆婷婷,贾延鹏,李依馨,鄂善铭"
若是如此,1.0分,"主演艾伦,张小斐,衣云鹤"
西厢传奇,5.0分,"主演陶慧敏,刘小锋,陈丽峰"
解忧公主,5.0分,"主演张歆艺,袁弘,袁文康,叶青,姜晓冲,刘宇桥,张一鸾,武强,于波,赵慧仙"
搜神记,3.0分,"主演陈紫函,陈键锋,谭耀文,刘力扬,周绍栋,周德华,陈美行,张粟,冯凇凇"
加油，你是最棒的DVD版,3.0分,"主演邓伦,马思纯,韩童生,倪虹洁"
白蛇后传,4.0分,"主演邱心志,傅淼,郭达,由立平,刘诗诗,郑敏,迟帅,刘长生,吕凉,石兆琪,杨子骅,李彧"
布衣状元,3.0分,"主演蔡少芬,郑丹瑞,于莉,刘玉婷,马景涛,孙兴"
大话江湖,3.0分,"主演张少华,何晶晶,赵亮,姜洋,杨臣刚"
追捕告密者,5.0分,"主演柳云龙,张嘉译,王丽坤,刘孜,孟广美,吕夏,张本渝,张溪芸"
光影,3.0分,"主演康杰,吴婷,张若昀,何政军"
画皮之真爱无悔,5.0分,"主演刘恺威,颖儿,白冰,乔振宇,徐正溪,茅子俊,王雨,王琳,杨凯淳,郝泽嘉,衣珊"
刘海砍樵,5.0分,"主演乔振宇,宋佳玲,徐麒雯,TAE,张姮儿,刘涛"
那年来了鬼子兵,1.0分,"主演黄海冰,徐百卉,项斌,任正斌"
万历首辅张居正,4.5分,"主演唐国强,梅婷,冯远征,巫刚,智一桐,那笛,杨雪,王小丹,梅年佳,王琦,王伟军,李超,那刚,白建才,王志,俞洛生,蒋昌义,于军,奕祖迅,杨和平,任学海,梁丹妮"
女特警,4.0分,"主演成晖,佟大为,陈丽娜"
新施公案,2.0分,"主演范明,甘婷婷,姚笛,赵锦焘,郭珍霓,张逸杰,陈莎莉,夏德俊,宁文彤,汤镇业,任东霖,韩栋,毛林林,徐洁儿,王建新,李子雄"
追鱼传奇,4.0分,"主演赵丽颖,关智斌,戴娇倩,丁子峻,曹馨月,张明明,白珊"
烈火军校,5.0分,"主演白鹿,许凯,李程彬,尹正,董力,安悦溪,吴佳怡,高雨儿,左小青,邵兵,易柏辰,刘润南,王一哲,刘思博"
玲珑局,3.0分,主演余文乐 / 颖儿 / 徐洁儿 / 高健 / 海悦
奋斗吧，少年！DVD版,3.0分,"主演彭昱畅,董力,张逸杰,谢彬彬,朱致灵,徐可,吴旭东,李鹤,樊霖锋,李娜,姜山,宋伊人,刘泳希,卢佳"
读心,3.0分,"主演李小璐,李佳航,李泽锋,陈小纭,毛毅,门东毅,孙艺宁,赵楚纶,王永强,刘美人"
马大帅第一部,1.0分,"主演赵本山,范伟,王雅捷,孟真,赵钢,高明娥,曹佳睿"
马大帅第二部,4.0分,"主演赵本山,宁静,范伟,艾敬,孟真,赵钢,王平"
上道,3.0分,"主演向佐,洪浚嘉,唐晓天,贡米,张锦程,涂黎曼"
住手吧！关同学,2.0分,"主演俞彬,牛玉坤,何廖侣匀"
爱的秘笈,2.0分,"主演李念,郑恺,冯丹滢,谭凯,王琳,韩童生,常铖,李洪涛,崔可法,康馥麟,崔志刚"
花开半夏,1.0分,"主演林雨申,李沁,张嘉倪,杨洋,苗侨伟,阚清子,马晓灿,尤勇,归亚蕾,肥龙,戚美珍,房子斌"
加油优雅,2.0分,"主演王丽坤,王雷,王骏毅"
家宴,4.0分,"主演王刚,颜丙燕,曾黎,戴娇倩,朱一龙,陶慧敏,高虎,朱铁,于青斌,杨净如,王艺曈,王子子"
监察局长,3.0分,"主演杜志国,马羚,金鑫,曹立,杜淳"
李小龙传奇,2.0分,"主演陈国坤,王洛勇,盖克,周舟"
破冰行动电视版,1.0分,"主演黄景瑜,吴刚,王劲松,任达华,李墨之,张晞临,马渝捷,赖艺,唐旭,公磊,杨子骅,钱波,赵煊,艾东,高明,施大生,石燕京,赵成顺,骆应钧,陆思宇,陈逸恒,洪浚嘉,宋撼寰,陈宁,郝柏杰,刘建国,熊睿玲,高健,张笑阳,李凤栖,李佳璇,刘一含,法志远,贺勋,李雄,罗伟霖,周乐,杨丰宇,李常宏,冯立洲,不文辉,区轩玮,马锡忠,龙青霞,徐经纬,丁楠,蔡心,王成阳,陈家伦,包雪松,姜守民,李延,房旭世,王泉,王"
七黄五狼黑之神机秘策,4.0分,"主演孙博文,孙亚龙,李浩宇,拳师七号,周淑怡,刘秋实,张晓唯"
涛女郎,1.0分,"主演林佑威,李毓芬,张熙媛,温升豪,杨晨"
铁血战狼,4.0分,"主演王挺,史光辉,乔鹏樾"
新恋爱时代,3.0分,"主演任重,姚笛,高露,郑凯,曾泳醍,吕良伟,张凯丽,王阳,张檬,孟非,黄菡,乐嘉,彭宇,李好"
信者无敌,2.0分,主演陈宝国
幸福从天而降,1.0分,"主演刘涛,涂松岩,马梓涵,芦芳生,陈廷嘉,白庆琳,潘雨辰,冯雷,岳红"
一千零一夜DVD版,5.0分,"主演迪丽热巴,邓伦,陈奕龙,王瑞子,张昊唯,祝绪丹"
中国出了个毛泽东,1.0分,"主演古月,苏林,刘怀正,潘正华,高宗元,曹灿,刘锡田,张安安,顾岚,刘之冰,宗利群"
左轮手枪,3.0分,"主演林永健,蒋欣,宋佳,张楚楚,张晞临,邓莎"
谋爱上瘾第一季,4.0分,"主演陈艳茜,蒙恩,祖怀,杜雯静,徐永革,高名扬,王唯,吕易珊,吕一丁,于诚群"
谋爱上瘾第二季,5.0分,"主演陈艳茜,蒙恩,祖怀,杜雯静,徐永革,高名扬,王唯,吕易珊,吕一丁,于诚群"
孙子大传,1.0分,"主演张丰毅,景甜,孙悦,尤勇,翁虹"
班淑传奇,2.0分,"主演景甜,张哲瀚,李心艾,李佳航,李晟,付辛博,邓莎,张馨予,关晓彤,米热,恬妞,蒋依依,迪丽热巴,杨恭如,邱心志,王琳"
财神有道,1.0分,"主演钟欣桐,陈键锋,樊少皇,李国麟,何琢言"
警中英雄,3.0分,"主演赵恒煊,高婷婷,王玉璋"
莲花童子哪吒,1.0分,"主演曹骏,成建辉,薛素珊,翁清海,陈天文,何咏芳,丁岚,李海杰,罗海琼,利永锡,陆丁裕,史济华,陈茂林,黄甜,张志超,程建勋,周景春,张鸿鑫"
陆贞传奇,5.0分,"主演赵丽颖,陈晓,乔任梁,刘雪华,杨蓉,唐艺昕,张可颐,吴映洁,王琳,习雪,姜鸿,金巧巧,韩栋"
谁寄锦书来,1.0分,"主演王昭,王婷,尚思琪,杨帆,高冠军,戴维,鲍伯宇,金赫宇"
极限17,4.0分,"主演杨超越,梁靖康,祝子杰"
我的邻居睡不着,3.0分,"主演陈怡馨,王子鑫,马雪阳,杨可,薛城,郭曦文"
萌族酷狗侦探第三季,1.0分,主演明俊臣 黄诗佳 李菁 何云伟
进击的实习生,1.0分,"主演李东健,王奕嘉,李波,曹欣悦,马嘉伟,包磊"
抉择,3.0分,"主演马跃,林永健,侯天来,郭达,胡可,王雅捷"
我的单板女孩第二季,4.0分,"主演李川,康宁,博尔吉特,刘婧"
食分喜欢你,5.0分,"主演陈博豪,屠芷莹,晏紫东,张奕,王新乔,叶天"
蛋黄人,1.0分,"主演林柏宏,虞朗,于翔,陈碧舸,范立美,高至霆"
加油吧实习生,2.0分,"主演郑恺,赵丽颖,蔡文静,于小伟,车晓,郑则仕,郑家彬,李又麟,王姬,王茂蕾,耿乐,田岷,朱茵"
浪迹天涯,1.0分,"主演吴若甫,咏梅,李小冉,张明健,陶慧敏,吴佳尼"
上书房,1.0分,"主演袁弘,杨幂,何苗,寇振海,王庆祥,王阳,艾东,刘蓓,陈宝国"
天涯织女,5.0分,"主演张钧甯,刘诗诗,袁弘,萧正楠,陈秀雯,郑佩佩,李倩,韩晓,刘松仁,郑国霖,戴春荣,唐一菲,李金铭,常铖,何建泽,郭晓婷,牛犇"
战地迷情,4.0分,主演于波，吴千语，郝泽嘉，高曙光，刘德凯，刘勃君
不负天职,5.0分,"主演李宗翰,曹力,戴军,王雅伦,侯耀文,何佳仪,赵恺依,刘宇航,赵雨,李雨泽,李大禹,史梵希,尤美,李明杰,姜少华,叶子,迟志强,苏亭石,邓玉林,余小雨,杜晓宇,刘冰,蔡宇晨"
滚滚红尘2012,3.0分,"主演郑嘉颖,秦岚,蒋恺,徐洁儿,杨烁,涂黎曼,吴卓羲,夏力薪,王海地"
吕不韦传奇,1.0分,"主演张铁林,宁静,陈好,高虎,张志红,高亚麟,赵雍,马仑"
太平天国,1.0分,"主演高兰村,王诗槐,孙飞虎,王菁华,张志忠,韩再峰,何永生,刘兵,杨童舒,李建群,卢勇,于德安,金玉婷,周迅,胡天鸽,侯永生,李明,王岗,林强,黄河,师小红,彭军,陈保家,韩振华,周易伦,宋日昕,赵景文,徐洪浩,潘杰,史宗宏,苏克石,刘海利,胡小庭,李全忠,孙德利,梁兴家,王基民,兰岚,汤志江,郝铁男,郭涛,蔡棣,李延松,杜君,杨静,胡兆峰,张杰,陆伟,钟鑫培,杨基民,宋来运,王海龙,贺阳,威廉·诺安"
外星女生柴小七,2.0分,"主演徐志贤,万鹏,杨玥,王宥钧,书亚信,王皓祯"
金斩，有何贵干？,4.0分,主演谢兴阳 叶盛佳 魏笑
山月不知心底事,1.0分,"主演宋茜,欧豪,孙铱,唐禹哲,夏宁骏,万潼,林田媛,丁勇岱,温峥嵘,李崇霄,杨童舒,夏恩"
走进你的记忆,2.0分,"主演赵志伟,宋妍霏,钟祺,汪卓成,吴恙"
善始善终,3.5分,"主演秦俊杰,孙铱,薛皓文,尹子维,李坤霖,王永泉,汤镇业,邹敦明,杜玉明,田昊,李培铭,李少亭,林威,王博,田璐,支一"
星座值守恋人,5.0分,"主演朱戬,王静薇"
AQ少年之使命召唤,4.0分,主演龙虾
伪钞者之末路,2.0分,"主演吴优,李卓阳,郝平,宫海滨,张晨光,王挺,郭东文,高煜霏,一真"
婚前协议,3.0分,"主演于和伟,何晟铭,白冰,王琳,王黎雯,宋允皓,方子春"
外科风云,5.0分,"主演靳东,白百何,李佳航,马少骅,蓝盈莹,何杜娟,杨新鸣,王森,金泽灏,刘奕君,金士杰,高露,耿乐,冯晖,赵丽娟,常方源,武笑羽,陈牧扬,王永泉,吴楠,胡歌,丁勇岱,钟紫怡,张墨锡,高鑫,王一楠,高海鹏,柯蓝,薛淑杰,张建栋,王庆祥,任程伟,毕彦君,曹翠芬,董勇,刘琳,刘向京,李光复,任帅,宁文彤,王乐君,张陆,王宏,康群智,李洪涛,戴云霞,岳旸,墨阳,李勤勤,嵇波,贾梓洺,郑惠馨,林家川,张永健,周"
爱可以不伤,4.0分,主演钱泳辰/韩雪/王智慧
爸爸我怀了你的孩子,1.0分,"主演郭晓东,马思纯,郝蕾,是安,冯鹏,康福震,亓航,练束梅,穆婷婷,樊昱君"
白屋之恋,5.0分,"主演袁泉,何润东,牛萌萌"
多梦女孩,2.0分,"主演何媛,赵心田,赵娜娜,黄炯华"
嘉庆传奇,5.0分,"主演辛柏青,何冰,刘磊"
舰在亚丁湾,2.0分,"主演范志博,黑子,胡可,王韦智,王同辉,崔可法,马以,李依馨,战姿含,杨晓丹,徐小飒,王梅,巴宁,丁宁,谢振伟,王大宇,张姝,高峰,黄杨,安笑歌,杜旭东,王静,王强"
江山为重,1.0分,"主演吴京,傅冲,范冰冰,魏宗万,许还山,蒋林静,娄宇健"
结婚吧我会更爱你,2.0分,"主演王亚楠,朱晏,王辉,刘琳,张玥"
蜜月岛,5.0分,"主演刘文静,金俊秀,张玮纶"
朋友一场,5.0分,"主演袁立,娟子,刘威"
人生几度秋凉,1.0分,"主演张铁林,李诚儒,李立群"
仁者黄飞鸿,1.0分,"主演张卫健,陈炜,文颂娴,林子聪,孔琳,王晶,吴庆哲,张启乐"
少年天子,2.0分,"主演邓超,潘虹,郝蕾,王辉,何赛飞,霍思燕,李建义,李法曾,武利平,郑天庸,杨蓉,崔波,薛俨,王灵,李修蒙,卢勇,山鹰,张春年,李东翰"
唐宫美人天下,1.0分,"主演张庭,李小璐,明道,杨幂,张晨光,何晟铭,郑国霖,佟丽娅,吕佳容,周牧茵,王丽坤,熊乃瑾,罗晋"
外姓兄弟,4.0分,"主演安泽豪,范明,王雅捷,于洋,倪大红,于月仙,陶慧敏,郝泽嘉,雷恪生"
完全婚姻手册,2.0分,"主演盖丽丽,马伊琍,陈红,常戎,孙思瀚,佟瑞欣,王景春,张子健,江澄,何赛飞,陈坚红,孙伟,赵锦涛,方舟波,王宇,谭增卫,齐大刚,谈鹏飞,刘斌"
我的青春谁做主,3.0分,"主演陆毅,赵子琪,王珞丹,朱雨辰,张铎,林源,白百何,苏小明,盖克,丛珊,张谦,方子哥,宫晓瑄,李崇霄,王澜,汪俊,傅淼,迟国栋,崔志刚"
我们的快乐人生,1.0分,"主演于震,胡可,潘虹,王韦智,陈美行,高明,冯凇凇,荣蓉,张粟"
遥远的距离,4.0分,"主演张博,徐百卉,任东霖,樊昱君,丁子玲,徐小飒,朱义,张英,姜帆,丁志勇,刘竹,王丽涵,门光伟,张青,周建鹏,张艺心,李思博,王建,李昂,崔健,王海涛,张悦驰,王苗苗,张博之,赵艺桐,杨旻咏,尹航,蒋林燕,陶立新,沈雪炜,高原,张婷馨,吕昀峰,郑晚秋,胡志拥,冯凯,白玉,史艳,金有明,郭勐,孙宝,雷蒙,杨舒涵,李竹君,刘永刚,谭鹏,张振福,黄星橙,柯攀博,姚懿珈,高梓豪,邓诗媛,胡梓轩,马陈轩,吴雨"
咱家,2.0分,"主演于晓光,吴越,娜仁花"
中国母亲,4.0分,"主演归亚蕾,陈龙,舒畅,蒋林静,陈男,张元"
追赶我可能丢了的爱情,3.0分,"主演刘威,曹翠芬,张鹭,冯国强,陈虹池,王千源,李煜,丁勇岱,海一天,张少华"
东江英雄刘黑仔,4.0分,"主演贾青,王雷,叶项明,肖聪,蒋恺,常戎"
济公活佛,4.0分,"主演游本昌,黄宗洛,臧金生"
李后主与赵匡胤,4.0分,"主演吴奇隆,刘涛,黄文豪"
凌云壮志包青天,1.0分,"主演范冰冰,王学兵,王刚,陈宝国,尤勇,吴庆哲,高虎,林静,李宗翰,李进荣,海清,聂远,卓凡,李小冉,沈傲君,戴春荣"
你还不知道,3.0分,主演韩旭/丁磊
我本英雄,2.0分,"主演陈逸恒,尹铸胜,王静,何麟,胡荣华,杨明,张萌,黄丽娅,张兰,徐风,戴逸辰,张世会"
我的美丽人生,2.0分,"主演黄海波,马苏,李明启,李坤霖,舒耀瑄,张芝华,柏寒,杜薇,梁馨,朱墨,汪俊,童唯佳"
虾球传,1.0分,"主演李晨,郑则仕,曾黎,曾宝仪,张桐,张笑君"
雪狼谷,2.0分,"主演连奕名,杜淳,杨若兮,张嘉译"
阳光雨季,5.0分,"主演王昊,佟乐,朱亚文,戴航,刘牧,仇永力,殷硕,栗坤,陈星,周婷,王瑞虹,赵汝平,王娅楠,沈姝,王卓,张永建,赵永鑫,张秋歌"
紫钗奇缘,2.0分,"主演林峯,叶璇,陈怡蓉,程诚,苑琼丹,张天其,金燕玲,郑逸桐,包文婧"
象限之眼,1.0分,"主演赵亮,郭万超,廖越,高磊,雷波"
爱情公寓外传之开心原力,1.5分,主演邓家佳 孙艺洲 李佳航 李金铭
老酒馆,2.0分,"主演陈宝国,秦海璐,冯雷,刘桦,程煜,冯恩鹤,王晓晨,巩汉林,方清平,牛犇,石兆琪,白志迪,曹可凡,岳红,张晞临,袁姗姗,屠洪刚,陈月末,姬他,谭峰,刚毅,寒青,王晓龙,萧松原,田小洁,张可盈,曹梦格,马程程,冯瓅,曲栅栅,蔡荣"
伟大的转折,2.0分,"主演侯京健,马晓伟,许敏,王韦智"
陆战之王,3.0分,"主演陈晓,王雷,吴樾,张雅钦"
遇见幸福DVD版,1.0分,"主演蒋欣,李光洁,郭京飞,刘孜,刘佩琦,钱芳"
遇见幸福,3.0分,"主演蒋欣,李光洁,郭京飞,刘孜,刘佩琦,钱芳"
带刀女捕快,3.0分,"主演欧阳震华,佘诗曼,姜鸿,王翔弘,宋春丽,娄艺潇,徐敏,段倩茹,奚美娟,谷伟"
会痛的17岁,5.0分,"主演温心,周游,李煜,王艺哲,卢蒽洁,周雨彤,刘颖伦,蒋沁芸,鲁筱冉,关晓彤,马思纯,陈都灵,高泰宇,郑业成"
双喜盈门,2.0分,"主演潘长江,丁子玲,肖光奕,张大静,陈嘉男"
醉侠张三,1.0分,"主演吴樾,郝蕾,释小龙,吴辰君,计春华,臧金生,王珏,方晓莉,郑佳欣,刘恒宇"
九千米的爱情,3.5分,"主演王以纶,李婷婷,张奕聪,吴雨橦,夏之光,刘洛汐"
我的莫格利男孩,2.0分,"主演马天宇,杨紫,傅孟柏,王真儿,任言恺,黄灿灿,吴昊泽,郑湫泓"
最美的安排,3.0分,"主演范明,颜丹晨,张大静"
谎言的诱惑,3.5分,"主演韩烨,成方旭,侯天来,张恒羽,陈雅斓,景璇,冯瑞睿,张驰"
女不强大天不容,5.0分,"主演海清,杜淳,陈小艺,张译,秦海璐,贾景晖,李野萍,高明,安悦溪,刘雅瑟,田雨,李心敏,朱颜曼滋,陈希郡,吴连生,田雷,洪剑涛,陈卫,曹毅,石燕京,邵峰,哈斯高娃,梁馨,巴图,田淼,余皑磊,王博谷,洛葳,王伯昭,丁玥元"
拜托啦师兄,3.0分,"主演徐开骋,王家珧,刘帅良,陈诗敏,范津玮"
代号,2.0分,"主演乔任梁,张恒,祖峰,焦刚,吕星辰,武强,仁龙 ,吉丽"
红岩,4.0分,"主演陈宝国,宋春丽,石维坚"
都市东游记,5.0分,"主演孙兴,邱心志,曹颖"
福禄寿三星报喜,1.0分,"主演欧阳震华,李铭顺,张世,徐峥,寇振海,保剑锋,宁静,范文芳,牛萌萌,唐一菲,张艳冰,陈凯,谢宁,何思融"
笑傲江湖李亚鹏,5.0分,"主演李亚鹏,许晴,苗乙乙,巍子,陈丽峰,李解,吕晓禾,涂们,刘冬,巴音,李勤勤,臧金生,杨昆,封锡钧,杨念生,彭登怀,于承惠,黄宗洛,李幸芷,孙海英,修宗迪,丛志军,刘仲元,张衡平,茅威涛,牛宝军,王振荣,孙存碟,李晓波,许敬义,马岩,王鑫峰,巨兴茂,巩立峰,赵福余,张纪中,王文升,齐忠坤,韩一朋,李强,李旗山,李菁菁,袁芳,牛星丽,李中华,夏宗学,乌兰宝音,于鸿洲,柏杉,李振平,赵箭,丁翠华,张成武"
你是我眼中的山川和海洋,2.0分,"主演黄圣池,樊治欣,庄达菲,马芯妤,林潇,金凯德,范瑞雪"
隐形的翅膀,4.5分,"主演贾静雯,邱心志,张彬彬,王艺哲,常铖,张雨剑,田雷,高蓓蓓,孙佳雨,李素欣,程启蒙,臧洪娜"
命悬一线的浪漫,3.5分,"主演李汶翰,李俊辰,苏梦芸,王嘉宁"
白狼,5.0分,"主演宋佳,邵兵,常戎,吕平滢,金晶,冯恩鹤,博弘,李竹,宁晓志,王岗,代慧康,丁正勇,于洋,吴艺卓,魏森,肖华荣,任国震,傅磊,张和利,陈旭明,杨雅絮"
还是夫妻,4.0分,"主演郭涛,马苏,韩青,苏岩,周晓鸥,徐洁儿,许歌,许娣"
昙花梦,2.0分,"主演乔振宇,安以轩,郭晓婷,巫刚,田宇鹏,王品一,朱亚英,王伟,马仑,屈刚,周翔,司源,任大为,麦克,张天霖,吴玉芳,乔立生,付柔美琦,乔波波,孙毅"
铁血淞沪,5.0分,"主演朱雨辰,万茜,孙之鸿,刘鑫,张志坚,张光北,张国庆,秦焰"
失恋疗养院,4.5分,主演盖玥希 裴子添 贾宗超 胡丹丹
后厨,2.0分,"主演小沈阳,海清,赵峥,任晓菲,姜彤"
虎符传奇,5.0分,"主演陈宝国,冯绍峰,杨幂,唐一菲,李宗翰,贺生伟,王维维,薛俨,雷恪生,梁天,张少华,吕中,艾东,谭俊彦,刘牧,何中华,季晨"
浪花一朵朵DVD版,5.0分,"主演谭松韵,熊梓淇,黄圣池,庞瀚辰,彭昱畅,王子璇,张峻宁,曹曦月,辛瑞琪,马骙,孙杨,蔡鹭,张恒,王茂蕾,袁福福"
浪击天涯,3.0分,"主演张含韵,李俊锋,曾志伟"
漂亮的李慧珍DVD版,5.0分,"主演迪丽热巴,盛一伦,李溪芮,张彬彬,王骁,王一楠,任伟,王一菲,宋文作"
青天衙门,2.0分,"主演钟夫翔,徐筠,施羽,保剑锋,潘虹,郭军,王艳,王刚,任重,岳跃利,丁海峰,何琳,盖克,聂远,秦岚"
无怨无悔,5.0分,"主演何政军,赵恒煊,陶慧敏,师小红"
轩辕剑之天之痕DVD版,5.0分,"主演胡歌,蒋劲夫,刘诗诗,唐嫣,古力娜扎,林更新,郑佩佩,叶童,吴启华,高雄,马天宇,巴森,李呈媛,吕一,叶青,米雪"
因为爱情有多美DVD版,2.0分,"主演海陆,蒋毅,彭冠英,赵樱子,李泰,张含韵"
与青春有关的日子,4.0分,"主演佟大为,常景如,黄勐,张昊,白百何,文章,陈羽凡,果靖霖,佟磊,高露,李玥,班赞,余皑磊,司光敏,齐欢"
我在未来等你,5.0分,"主演李光洁,费启鸣,孙千,辛云来,徐婕,张植绿,朱丹,佟丽娅,徐怀钰,陈思斯,方晓莉,刘涛,傅迦,麻骏,童彤,高子沣,葛四,常海波,姚清仁,吴佳尼,郭子歆,周德华,赵文龙,云天飞,李羽桐,徐樱洛,于天奇,张正,陈正飞,马吟吟,孙岩,叶祖新,李响,方龄,周芸,李程远,好妹妹乐队,李祥祥,谭盐盐,林树键"
你是我的答案,3.0分,"主演郭晓东,吴谨言,赵顺然,潘时七,赵予熙,苗驰,孙嘉俊"
你是我的答案DVD版,4.0分,"主演郭晓东,吴谨言,赵顺然,潘时七,赵予熙,苗驰,孙嘉俊"
亲·爱的味道,1.0分,"主演陆毅,郭采洁,炎亚纶,艾晓琪,李莎旻子,谢帅,张德星"
潜伏在黎明之前,2.0分,"主演杨烁,胡军,甘婷婷,郭珍霓,吴刚,陈丽娜"
神医大道公2010,4.0分,"主演郑少秋,郭冬临,廖家仪,袁弘,淳于珊珊,王灿,陈佳佳,商蓉,谢闻轩"
神医大道公2014,4.0分,"主演韩栋,张铎,孙耀琦,杜海涛,张芯瑜,牛飘,刘迪妮,康福震,明俊臣,李茜,何伟"
仙侠剑,4.0分,"主演蒋毅,刘庭羽,张晨光,汤镇业,徐申东,陆昱霖,田丽,梁家仁,高雄"
走出监狱的女人,2.0分,"主演周莉,吴若甫,安韩瑾,郑雅文,李君峰,李歌,郭虹,马精武,杨可心,张甲田,王丽媛,王冠琪,王宏宇,吕德亮,刘莉莉,任晗"
炊事班的故事第一部精编版,3.5分,"主演洪剑涛,周小斌,毛孩,范明,姜超,沙溢"
妇道,2.0分,"主演黄曼,靳东,周奇奇,陈昭荣,李东霖,李天柱,马羚,修宗迪"
